中国国际航空, CA5961, 空客A350, 北京, 2024-12-01 00:15, 东京, 2024-12-01 02:35, 2163, 75
美联航, UA2545, 波音737, 洛杉矶, 2024-12-02 01:14, 北京, 2024-12-02 12:20, 10300, 26
美联航, UA2817, 空客A330, 洛杉矶, 2024-12-02 00:16, 曼谷, 2024-12-02 14:56, 13596, 152
美联航, UA3350, 波音777, 洛杉矶, 2024-12-01 10:13, 乌鲁木齐, 2024-12-01 19:59, 9064, 150
美联航, UA2328, 空客A320, 洛杉矶, 2024-12-01 01:36, 南宁, 2024-12-01 14:09, 11639, 42
美联航, UA2375, 空客A350, 洛杉矶, 2024-12-01 10:54, 首尔, 2024-12-01 21:27, 9785, 130
美联航, UA8089, 波音737, 洛杉矶, 2024-12-01 02:29, 拉萨, 2024-12-01 13:55, 10609, 179
美联航, UA3957, 空客A330, 洛杉矶, 2024-12-01 06:01, 悉尼, 2024-12-01 19:21, 12360, 28
美联航, UA9929, 波音787, 洛杉矶, 2024-12-01 11:04, 西安, 2024-12-01 22:04, 10197, 181
美联航, UA7358, 波音737, 洛杉矶, 2024-12-01 02:52, 悉尼, 2024-12-01 16:12, 12360, 121
美联航, UA7254, 波音737, 洛杉矶, 2024-12-01 00:20, 乌鲁木齐, 2024-12-01 10:06, 9064, 28
美联航, UA1314, 空客A320, 洛杉矶, 2024-12-01 06:23, 首尔, 2024-12-01 16:56, 9785, 29
美联航, UA6530, 波音787, 洛杉矶, 2024-12-01 08:44, 巴黎, 2024-12-01 18:50, 9373, 59
美联航, UA3686, 空客A320, 洛杉矶, 2024-12-01 05:59, 首尔, 2024-12-01 16:32, 9785, 124
南方航空, CZ1481, 波音777, 南宁, 2024-12-02 11:16, 柏林, 2024-12-02 21:02, 9064, 49
南方航空, CZ6284, 波音787, 南宁, 2024-12-02 00:52, 曼谷, 2024-12-02 01:58, 1030, 25
东方航空, MU9941, 空客A320, 南宁, 2024-12-02 10:25, 乌鲁木齐, 2024-12-02 14:51, 4120, 49
南方航空, CZ9022, 波音737, 南宁, 2024-12-02 04:03, 呼和浩特, 2024-12-02 07:03, 2781, 7
东方航空, MU3100, 空客A330, 南宁, 2024-12-02 19:02, 呼和浩特, 2024-12-02 22:02, 2781, 179
东方航空, MU6680, 波音777, 南宁, 2024-12-02 06:22, 上海, 2024-12-02 08:15, 1751, 128
南方航空, CZ3861, 波音787, 南宁, 2024-12-02 04:33, 昆明, 2024-12-02 05:26, 824, 162
东方航空, MU2478, 波音777, 南宁, 2024-12-02 07:23, 纽约, 2024-12-02 21:03, 12669, 8
南方航空, CZ2664, 空客A330, 南宁, 2024-12-02 10:43, 西安, 2024-12-02 12:43, 1854, 176
南方航空, CZ7700, 波音737, 南宁, 2024-12-02 17:45, 成都, 2024-12-02 19:11, 1339, 105
南方航空, CZ5023, 空客A320, 南宁, 2024-12-02 11:23, 合肥, 2024-12-02 13:03, 1545, 173
南方航空, CZ7032, 空客A320, 南宁, 2024-12-02 03:07, 曼谷, 2024-12-02 04:13, 1030, 117
南方航空, CZ4791, 空客A330, 南宁, 2024-12-02 15:38, 悉尼, 2024-12-02 23:24, 7210, 11
东方航空, MU8147, 空客A330, 南宁, 2024-12-02 03:16, 伦敦, 2024-12-02 13:49, 9785, 152
东方航空, MU3123, 波音777, 南宁, 2024-12-02 11:51, 呼和浩特, 2024-12-02 14:51, 2781, 168
南方航空, CZ9945, 空客A350, 南宁, 2024-12-02 10:23, 合肥, 2024-12-02 12:03, 1545, 10
南方航空, CZ7621, 波音737, 南宁, 2024-12-02 13:20, 伦敦, 2024-12-02 23:53, 9785, 193
南方航空, CZ6668, 空客A320, 南宁, 2024-12-02 11:30, 北京, 2024-12-02 14:03, 2369, 128
南方航空, CZ2995, 空客A350, 南宁, 2024-12-02 06:00, 西安, 2024-12-02 08:00, 1854, 10
南方航空, CZ9317, 波音777, 南宁, 2024-12-02 05:33, 洛杉矶, 2024-12-02 18:06, 11639, 178
南方航空, CZ2232, 波音737, 南宁, 2024-12-02 08:56, 洛杉矶, 2024-12-02 21:29, 11639, 161
东方航空, MU4042, 空客A350, 南宁, 2024-12-02 17:18, 昆明, 2024-12-02 18:11, 824, 93
东方航空, MU9306, 空客A330, 南宁, 2024-12-02 08:55, 伦敦, 2024-12-02 19:28, 9785, 4
东方航空, MU8025, 空客A320, 南宁, 2024-12-02 12:39, 首尔, 2024-12-02 15:25, 2575, 55
东方航空, MU2628, 波音737, 南宁, 2024-12-02 08:26, 纽约, 2024-12-02 22:06, 12669, 56
南方航空, CZ3800, 空客A350, 南宁, 2024-12-02 12:08, 悉尼, 2024-12-02 19:54, 7210, 144
东方航空, MU6548, 空客A330, 南宁, 2024-12-02 05:25, 广州, 2024-12-02 05:58, 515, 189
东方航空, MU7287, 空客A330, 南宁, 2024-12-01 01:10, 首尔, 2024-12-01 03:56, 2575, 96
南方航空, CZ1058, 波音777, 南宁, 2024-12-01 09:17, 洛杉矶, 2024-12-01 21:50, 11639, 58
南方航空, CZ1688, 波音777, 南宁, 2024-12-01 16:55, 昆明, 2024-12-01 17:48, 824, 115
南方航空, CZ9744, 空客A330, 南宁, 2024-12-01 07:45, 乌鲁木齐, 2024-12-01 12:11, 4120, 111
南方航空, CZ3162, 波音777, 南宁, 2024-12-01 18:53, 乌鲁木齐, 2024-12-01 23:19, 4120, 65
东方航空, MU1396, 空客A320, 南宁, 2024-12-01 17:15, 曼谷, 2024-12-01 18:21, 1030, 87
东方航空, MU9285, 波音737, 南宁, 2024-12-01 12:06, 伦敦, 2024-12-01 22:39, 9785, 153
南方航空, CZ5357, 空客A320, 南宁, 2024-12-01 13:18, 首尔, 2024-12-01 16:04, 2575, 27
南方航空, CZ3591, 空客A350, 南宁, 2024-12-01 21:36, 上海, 2024-12-01 23:29, 1751, 127
东方航空, MU8037, 波音777, 南宁, 2024-12-01 08:51, 合肥, 2024-12-01 10:31, 1545, 7
东方航空, MU6778, 空客A350, 南宁, 2024-12-01 17:53, 哈尔滨, 2024-12-01 21:39, 3502, 33
南方航空, CZ7861, 波音737, 南宁, 2024-12-01 07:23, 洛杉矶, 2024-12-01 19:56, 11639, 10
东方航空, MU7098, 波音787, 南宁, 2024-12-01 10:22, 昆明, 2024-12-01 11:15, 824, 92
南方航空, CZ3005, 空客A320, 南宁, 2024-12-01 12:40, 曼谷, 2024-12-01 13:46, 1030, 19
南方航空, CZ8135, 波音787, 南宁, 2024-12-01 11:31, 呼和浩特, 2024-12-01 14:31, 2781, 155
南方航空, CZ2780, 波音787, 南宁, 2024-12-01 04:41, 伦敦, 2024-12-01 15:14, 9785, 49
东方航空, MU5367, 波音737, 南宁, 2024-12-01 14:08, 首尔, 2024-12-01 16:54, 2575, 6
东方航空, MU3059, 空客A350, 南宁, 2024-12-01 01:12, 莫斯科, 2024-12-01 10:12, 8343, 82
东方航空, MU7883, 空客A320, 南宁, 2024-12-01 07:32, 柏林, 2024-12-01 17:18, 9064, 94
东方航空, MU6062, 空客A320, 南宁, 2024-12-01 20:55, 拉萨, 2024-12-01 23:08, 2060, 96
南方航空, CZ5913, 空客A330, 南宁, 2024-12-01 18:09, 拉萨, 2024-12-01 20:22, 2060, 84
南方航空, CZ6533, 空客A350, 南宁, 2024-12-01 00:31, 柏林, 2024-12-01 10:17, 9064, 23
南方航空, CZ1682, 波音787, 南宁, 2024-12-01 01:07, 悉尼, 2024-12-01 08:53, 7210, 3
东方航空, MU8065, 空客A320, 广州, 2024-12-02 02:06, 成都, 2024-12-02 03:39, 1442, 169
中国国际航空, CA3715, 空客A320, 广州, 2024-12-02 00:20, 乌鲁木齐, 2024-12-02 04:33, 3914, 87
东方航空, MU7521, 空客A350, 广州, 2024-12-02 06:52, 巴黎, 2024-12-02 17:25, 9785, 99
中国国际航空, CA4345, 波音737, 广州, 2024-12-02 04:48, 乌鲁木齐, 2024-12-02 09:01, 3914, 39
中国国际航空, CA6225, 空客A320, 广州, 2024-12-02 01:48, 首尔, 2024-12-02 04:01, 2060, 149
海南航空, HU5241, 波音737, 广州, 2024-12-02 17:27, 上海, 2024-12-02 18:47, 1236, 25
南方航空, CZ1983, 空客A330, 广州, 2024-12-02 04:06, 东京, 2024-12-02 07:12, 2884, 149
南方航空, CZ8013, 波音787, 广州, 2024-12-02 02:36, 合肥, 2024-12-02 03:49, 1133, 86
南方航空, CZ9936, 波音787, 广州, 2024-12-02 19:46, 东京, 2024-12-02 22:52, 2884, 178
海南航空, HU9160, 波音777, 广州, 2024-12-02 00:28, 柏林, 2024-12-02 10:01, 8858, 191
中国国际航空, CA4772, 空客A350, 广州, 2024-12-02 14:41, 莫斯科, 2024-12-02 23:27, 8137, 73
中国国际航空, CA9937, 空客A320, 广州, 2024-12-02 19:08, 北京, 2024-12-02 21:28, 2163, 156
东方航空, MU2103, 空客A320, 广州, 2024-12-02 14:39, 西安, 2024-12-02 16:19, 1545, 122
东方航空, MU1148, 空客A330, 广州, 2024-12-02 18:10, 上海, 2024-12-02 19:30, 1236, 79
东方航空, MU1302, 波音737, 广州, 2024-12-02 19:32, 北京, 2024-12-02 21:52, 2163, 9
中国国际航空, CA6898, 空客A350, 广州, 2024-12-02 13:26, 昆明, 2024-12-02 14:32, 1030, 74
南方航空, CZ2634, 空客A320, 广州, 2024-12-02 11:06, 呼和浩特, 2024-12-02 13:52, 2575, 169
南方航空, CZ3788, 空客A350, 广州, 2024-12-02 17:51, 呼和浩特, 2024-12-02 20:37, 2575, 20
东方航空, MU5467, 波音737, 广州, 2024-12-02 12:26, 东京, 2024-12-02 15:32, 2884, 53
海南航空, HU7633, 波音787, 广州, 2024-12-02 12:19, 首尔, 2024-12-02 14:32, 2060, 59
东方航空, MU3583, 空客A350, 广州, 2024-12-02 00:50, 洛杉矶, 2024-12-02 13:10, 11433, 152
海南航空, HU1060, 波音787, 广州, 2024-12-02 03:00, 西安, 2024-12-02 04:40, 1545, 170
海南航空, HU4813, 波音777, 广州, 2024-12-02 14:38, 悉尼, 2024-12-02 22:58, 7725, 136
海南航空, HU2785, 波音737, 广州, 2024-12-01 00:21, 合肥, 2024-12-01 01:34, 1133, 196
南方航空, CZ8036, 空客A320, 广州, 2024-12-01 07:50, 巴黎, 2024-12-01 18:23, 9785, 42
中国国际航空, CA3569, 波音737, 广州, 2024-12-01 03:49, 成都, 2024-12-01 05:22, 1442, 81
南方航空, CZ9315, 空客A350, 广州, 2024-12-01 07:58, 莫斯科, 2024-12-01 16:44, 8137, 80
中国国际航空, CA7548, 空客A350, 广州, 2024-12-01 17:25, 南宁, 2024-12-01 17:58, 515, 86
海南航空, HU8320, 波音787, 广州, 2024-12-01 08:35, 合肥, 2024-12-01 09:48, 1133, 174
东方航空, MU1274, 空客A330, 广州, 2024-12-01 19:06, 合肥, 2024-12-01 20:19, 1133, 78
海南航空, HU8021, 波音787, 广州, 2024-12-01 06:37, 呼和浩特, 2024-12-01 09:23, 2575, 148
东方航空, MU6234, 空客A350, 广州, 2024-12-01 10:47, 昆明, 2024-12-01 11:53, 1030, 47
东方航空, MU1984, 波音787, 广州, 2024-12-01 21:22, 南宁, 2024-12-01 21:55, 515, 58
中国国际航空, CA3657, 波音787, 广州, 2024-12-01 12:58, 昆明, 2024-12-01 14:04, 1030, 168
东方航空, MU2900, 波音787, 广州, 2024-12-01 07:07, 纽约, 2024-12-01 20:33, 12463, 167
南方航空, CZ5933, 空客A330, 广州, 2024-12-01 03:46, 洛杉矶, 2024-12-01 16:06, 11433, 8
南方航空, CZ2167, 波音777, 广州, 2024-12-01 07:17, 乌鲁木齐, 2024-12-01 11:30, 3914, 177
海南航空, HU8980, 波音777, 广州, 2024-12-01 16:07, 昆明, 2024-12-01 17:13, 1030, 99
东方航空, MU3542, 空客A350, 广州, 2024-12-01 05:07, 伦敦, 2024-12-01 15:27, 9579, 16
南方航空, CZ6006, 波音787, 广州, 2024-12-01 07:19, 巴黎, 2024-12-01 17:52, 9785, 156
东方航空, MU7454, 波音787, 广州, 2024-12-01 13:13, 首尔, 2024-12-01 15:26, 2060, 78
中国国际航空, CA2839, 空客A320, 广州, 2024-12-01 19:05, 首尔, 2024-12-01 21:18, 2060, 192
南方航空, CZ8539, 空客A320, 广州, 2024-12-01 13:08, 柏林, 2024-12-01 22:41, 8858, 114
东方航空, MU8079, 波音787, 广州, 2024-12-01 04:01, 合肥, 2024-12-01 05:14, 1133, 141
中国国际航空, CA1216, 波音737, 广州, 2024-12-01 16:53, 拉萨, 2024-12-01 19:26, 2369, 156
东方航空, MU2109, 空客A320, 广州, 2024-12-01 08:57, 南宁, 2024-12-01 09:30, 515, 79
中国国际航空, CA1253, 空客A350, 广州, 2024-12-01 00:15, 曼谷, 2024-12-01 01:55, 1545, 88
中国国际航空, CA3273, 空客A330, 广州, 2024-12-01 01:42, 莫斯科, 2024-12-01 10:28, 8137, 141
海南航空, HU9701, 空客A350, 广州, 2024-12-01 13:59, 柏林, 2024-12-01 23:32, 8858, 80
东方航空, MU8052, 波音787, 广州, 2024-12-01 11:54, 上海, 2024-12-01 13:14, 1236, 5
中国国际航空, CA7817, 波音777, 广州, 2024-12-01 08:20, 曼谷, 2024-12-01 10:00, 1545, 88
东方航空, MU3178, 波音737, 广州, 2024-12-01 00:49, 西安, 2024-12-01 02:29, 1545, 62
中国国际航空, CA6223, 波音737, 广州, 2024-12-01 11:04, 莫斯科, 2024-12-01 19:50, 8137, 44
南方航空, CZ2106, 波音777, 昆明, 2024-12-02 05:38, 成都, 2024-12-02 06:24, 721, 11
南方航空, CZ7309, 空客A330, 昆明, 2024-12-02 14:08, 合肥, 2024-12-02 15:54, 1648, 76
南方航空, CZ1684, 波音787, 昆明, 2024-12-02 05:31, 柏林, 2024-12-02 14:31, 8343, 48
中国国际航空, CA5917, 波音777, 昆明, 2024-12-02 07:44, 合肥, 2024-12-02 09:30, 1648, 172
中国国际航空, CA2306, 波音777, 昆明, 2024-12-02 11:11, 拉萨, 2024-12-02 12:37, 1339, 91
东方航空, MU8369, 波音777, 昆明, 2024-12-02 00:58, 东京, 2024-12-02 04:38, 3399, 188
中国国际航空, CA5147, 空客A350, 昆明, 2024-12-02 07:58, 北京, 2024-12-02 10:04, 1957, 46
东方航空, MU4598, 波音777, 昆明, 2024-12-02 01:31, 首尔, 2024-12-02 04:17, 2575, 64
中国国际航空, CA4377, 空客A330, 昆明, 2024-12-02 10:09, 柏林, 2024-12-02 19:09, 8343, 86
中国国际航空, CA7102, 波音777, 昆明, 2024-12-02 17:33, 上海, 2024-12-02 19:39, 1957, 14
中国国际航空, CA9413, 空客A330, 昆明, 2024-12-02 20:09, 北京, 2024-12-02 22:15, 1957, 40
东方航空, MU4405, 波音777, 昆明, 2024-12-02 18:42, 乌鲁木齐, 2024-12-02 22:02, 3090, 92
东方航空, MU4874, 空客A330, 昆明, 2024-12-02 03:08, 广州, 2024-12-02 04:14, 1030, 112
东方航空, MU6752, 波音787, 昆明, 2024-12-02 02:51, 洛杉矶, 2024-12-02 14:37, 10918, 180
东方航空, MU8858, 波音787, 昆明, 2024-12-02 07:26, 巴黎, 2024-12-02 17:26, 9270, 66
中国国际航空, CA9154, 空客A330, 昆明, 2024-12-02 04:32, 莫斯科, 2024-12-02 12:45, 7622, 49
东方航空, MU4708, 波音737, 昆明, 2024-12-02 07:48, 莫斯科, 2024-12-02 16:01, 7622, 120
东方航空, MU8738, 波音737, 昆明, 2024-12-02 01:03, 悉尼, 2024-12-02 08:49, 7210, 200
东方航空, MU6136, 波音787, 昆明, 2024-12-02 04:21, 首尔, 2024-12-02 07:07, 2575, 83
东方航空, MU6526, 空客A330, 昆明, 2024-12-01 19:05, 西安, 2024-12-01 20:38, 1442, 144
东方航空, MU4784, 空客A320, 昆明, 2024-12-01 06:51, 合肥, 2024-12-01 08:37, 1648, 159
东方航空, MU6135, 空客A350, 昆明, 2024-12-01 03:55, 北京, 2024-12-01 06:01, 1957, 24
中国国际航空, CA5943, 波音787, 昆明, 2024-12-01 08:38, 合肥, 2024-12-01 10:24, 1648, 194
东方航空, MU4191, 空客A350, 昆明, 2024-12-01 05:25, 悉尼, 2024-12-01 13:11, 7210, 182
南方航空, CZ8873, 波音777, 昆明, 2024-12-01 02:52, 纽约, 2024-12-01 15:45, 11948, 159
南方航空, CZ6040, 空客A320, 昆明, 2024-12-01 19:54, 曼谷, 2024-12-01 21:00, 1030, 28
东方航空, MU6071, 波音737, 昆明, 2024-12-01 15:26, 北京, 2024-12-01 17:32, 1957, 93
南方航空, CZ6215, 空客A350, 昆明, 2024-12-01 04:15, 伦敦, 2024-12-01 14:01, 9064, 114
南方航空, CZ6637, 空客A330, 昆明, 2024-12-01 03:28, 南宁, 2024-12-01 04:21, 824, 83
中国国际航空, CA4075, 空客A320, 昆明, 2024-12-01 13:57, 呼和浩特, 2024-12-01 16:23, 2266, 24
中国国际航空, CA2897, 空客A320, 昆明, 2024-12-01 06:17, 上海, 2024-12-01 08:23, 1957, 198
中国国际航空, CA3184, 波音777, 昆明, 2024-12-01 18:00, 合肥, 2024-12-01 19:46, 1648, 97
南方航空, CZ7320, 空客A350, 昆明, 2024-12-01 01:11, 悉尼, 2024-12-01 08:57, 7210, 85
南方航空, CZ8428, 空客A350, 昆明, 2024-12-01 21:20, 合肥, 2024-12-01 23:06, 1648, 179
东方航空, MU2746, 波音787, 昆明, 2024-12-01 02:00, 首尔, 2024-12-01 04:46, 2575, 191
中国国际航空, CA8368, 波音777, 昆明, 2024-12-01 22:06, 拉萨, 2024-12-01 23:32, 1339, 146
中国国际航空, CA1893, 波音737, 昆明, 2024-12-01 19:51, 上海, 2024-12-01 21:57, 1957, 42
东方航空, MU6811, 空客A330, 昆明, 2024-12-01 06:08, 洛杉矶, 2024-12-01 17:54, 10918, 23
南方航空, CZ6997, 波音737, 昆明, 2024-12-01 07:59, 纽约, 2024-12-01 20:52, 11948, 152
东方航空, MU9240, 空客A330, 昆明, 2024-12-01 07:55, 纽约, 2024-12-01 20:48, 11948, 20
中国国际航空, CA9841, 波音737, 昆明, 2024-12-01 13:55, 成都, 2024-12-01 14:41, 721, 25
南方航空, CZ5216, 空客A330, 昆明, 2024-12-01 11:30, 呼和浩特, 2024-12-01 13:56, 2266, 84
英国航空, BA6778, 波音777, 伦敦, 2024-12-02 03:42, 合肥, 2024-12-02 13:28, 9064, 11
英国航空, BA5974, 波音787, 伦敦, 2024-12-02 03:39, 首尔, 2024-12-02 13:25, 9064, 132
英国航空, BA2760, 空客A330, 伦敦, 2024-12-02 06:11, 莫斯科, 2024-12-02 08:57, 2575, 181
英国航空, BA7402, 空客A320, 伦敦, 2024-12-02 12:36, 莫斯科, 2024-12-02 15:22, 2575, 29
英国航空, BA6934, 波音787, 伦敦, 2024-12-02 04:47, 合肥, 2024-12-02 14:33, 9064, 33
英国航空, BA2802, 波音777, 伦敦, 2024-12-02 02:47, 西安, 2024-12-02 11:47, 8343, 127
英国航空, BA7345, 波音737, 伦敦, 2024-12-02 02:05, 巴黎, 2024-12-02 02:28, 360.5, 198
英国航空, BA9259, 波音777, 伦敦, 2024-12-02 12:15, 成都, 2024-12-02 21:21, 8446, 43
英国航空, BA9961, 波音787, 伦敦, 2024-12-02 01:36, 悉尼, 2024-12-02 20:22, 17407, 8
英国航空, BA6218, 空客A350, 伦敦, 2024-12-02 11:10, 合肥, 2024-12-02 20:56, 9064, 110
英国航空, BA7426, 波音737, 伦敦, 2024-12-02 06:45, 上海, 2024-12-02 16:58, 9476, 139
英国航空, BA8774, 空客A320, 伦敦, 2024-12-02 12:34, 哈尔滨, 2024-12-02 20:54, 7725, 43
英国航空, BA3301, 空客A330, 伦敦, 2024-12-02 08:53, 哈尔滨, 2024-12-02 17:13, 7725, 83
英国航空, BA2357, 波音787, 伦敦, 2024-12-02 01:39, 东京, 2024-12-02 12:12, 9785, 72
英国航空, BA5337, 波音777, 伦敦, 2024-12-02 13:34, 乌鲁木齐, 2024-12-02 20:14, 6180, 163
英国航空, BA7484, 波音737, 伦敦, 2024-12-02 07:08, 西安, 2024-12-02 16:08, 8343, 183
英国航空, BA6229, 空客A350, 伦敦, 2024-12-02 09:55, 昆明, 2024-12-02 19:41, 9064, 12
英国航空, BA6157, 空客A350, 伦敦, 2024-12-02 06:50, 呼和浩特, 2024-12-02 15:30, 8034, 35
英国航空, BA9974, 波音787, 伦敦, 2024-12-02 06:09, 莫斯科, 2024-12-02 08:55, 2575, 175
英国航空, BA5133, 空客A330, 伦敦, 2024-12-02 03:12, 曼谷, 2024-12-02 13:45, 9785, 197
英国航空, BA7550, 波音737, 伦敦, 2024-12-02 15:20, 呼和浩特, 2024-12-03 00:00, 8034, 109
英国航空, BA9081, 空客A350, 伦敦, 2024-12-02 16:01, 纽约, 2024-12-02 22:14, 5768, 173
英国航空, BA1633, 波音737, 伦敦, 2024-12-02 01:33, 成都, 2024-12-02 10:39, 8446, 51
英国航空, BA3434, 空客A330, 伦敦, 2024-12-02 06:46, 南宁, 2024-12-02 17:19, 9785, 173
英国航空, BA8376, 空客A350, 伦敦, 2024-12-02 04:10, 呼和浩特, 2024-12-02 12:50, 8034, 80
英国航空, BA4314, 空客A330, 伦敦, 2024-12-01 20:00, 柏林, 2024-12-01 21:03, 978.5, 167
英国航空, BA9325, 空客A330, 伦敦, 2024-12-01 19:15, 柏林, 2024-12-01 20:18, 978.5, 107
英国航空, BA6838, 空客A320, 伦敦, 2024-12-01 05:58, 成都, 2024-12-01 15:04, 8446, 63
英国航空, BA9425, 空客A350, 伦敦, 2024-12-01 08:17, 北京, 2024-12-01 17:23, 8446, 114
英国航空, BA1730, 波音737, 伦敦, 2024-12-01 14:12, 西安, 2024-12-01 23:12, 8343, 111
英国航空, BA1155, 空客A330, 伦敦, 2024-12-01 07:01, 南宁, 2024-12-01 17:34, 9785, 165
英国航空, BA8398, 空客A320, 伦敦, 2024-12-01 07:52, 哈尔滨, 2024-12-01 16:12, 7725, 85
英国航空, BA1279, 空客A320, 伦敦, 2024-12-01 06:02, 曼谷, 2024-12-01 16:35, 9785, 192
英国航空, BA8348, 波音737, 伦敦, 2024-12-01 05:52, 曼谷, 2024-12-01 16:25, 9785, 10
英国航空, BA1085, 波音777, 伦敦, 2024-12-01 03:01, 北京, 2024-12-01 12:07, 8446, 72
英国航空, BA7800, 空客A350, 伦敦, 2024-12-01 13:17, 西安, 2024-12-01 22:17, 8343, 170
英国航空, BA7094, 空客A320, 伦敦, 2024-12-01 09:33, 东京, 2024-12-01 20:06, 9785, 162
英国航空, BA6440, 空客A320, 伦敦, 2024-12-01 00:36, 呼和浩特, 2024-12-01 09:16, 8034, 22
英国航空, BA3722, 波音777, 伦敦, 2024-12-01 14:48, 哈尔滨, 2024-12-01 23:08, 7725, 125
英国航空, BA6339, 空客A320, 伦敦, 2024-12-01 08:58, 纽约, 2024-12-01 15:11, 5768, 119
英国航空, BA8836, 波音777, 伦敦, 2024-12-01 00:40, 南宁, 2024-12-01 11:13, 9785, 172
英国航空, BA9165, 波音787, 伦敦, 2024-12-01 02:37, 首尔, 2024-12-01 12:23, 9064, 200
英国航空, BA3632, 波音737, 伦敦, 2024-12-01 08:09, 南宁, 2024-12-01 18:42, 9785, 33
英国航空, BA9878, 空客A330, 伦敦, 2024-12-01 03:35, 昆明, 2024-12-01 13:21, 9064, 157
英国航空, BA5246, 空客A350, 伦敦, 2024-12-01 07:35, 昆明, 2024-12-01 17:21, 9064, 138
英国航空, BA3098, 波音777, 伦敦, 2024-12-01 11:53, 昆明, 2024-12-01 21:39, 9064, 121
英国航空, BA9402, 波音787, 伦敦, 2024-12-01 09:55, 乌鲁木齐, 2024-12-01 16:35, 6180, 43
英国航空, BA4548, 波音737, 伦敦, 2024-12-01 16:51, 乌鲁木齐, 2024-12-01 23:31, 6180, 163
英国航空, BA5777, 空客A330, 伦敦, 2024-12-01 08:28, 南宁, 2024-12-01 19:01, 9785, 65
英国航空, BA7534, 波音737, 伦敦, 2024-12-01 08:03, 乌鲁木齐, 2024-12-01 14:43, 6180, 166
英国航空, BA1466, 波音787, 伦敦, 2024-12-01 00:39, 洛杉矶, 2024-12-01 10:25, 9064, 194
英国航空, BA3700, 空客A350, 伦敦, 2024-12-01 10:13, 成都, 2024-12-01 19:19, 8446, 111
英国航空, BA7912, 空客A350, 伦敦, 2024-12-01 03:55, 拉萨, 2024-12-01 12:15, 7725, 143
东方航空, MU1904, 空客A320, 成都, 2024-12-02 00:46, 首尔, 2024-12-02 03:19, 2369, 150
中国国际航空, CA5095, 空客A330, 成都, 2024-12-02 12:32, 上海, 2024-12-02 14:25, 1751, 155
东方航空, MU5243, 空客A330, 成都, 2024-12-02 15:25, 北京, 2024-12-02 17:05, 1545, 24
东方航空, MU8697, 波音737, 成都, 2024-12-02 15:35, 昆明, 2024-12-02 16:21, 721, 192
东方航空, MU9595, 波音777, 成都, 2024-12-02 05:57, 首尔, 2024-12-02 08:30, 2369, 143
南方航空, CZ9799, 波音787, 成都, 2024-12-02 05:53, 伦敦, 2024-12-02 14:59, 8446, 82
南方航空, CZ7534, 波音737, 成都, 2024-12-02 00:26, 哈尔滨, 2024-12-02 03:19, 2678, 193
海南航空, HU9926, 波音737, 成都, 2024-12-02 05:40, 巴黎, 2024-12-02 15:00, 8652, 109
南方航空, CZ1811, 波音737, 成都, 2024-12-02 20:18, 广州, 2024-12-02 21:51, 1442, 4
南方航空, CZ6174, 波音777, 成都, 2024-12-02 15:12, 东京, 2024-12-02 18:38, 3193, 90
中国国际航空, CA4447, 波音737, 成都, 2024-12-02 17:31, 上海, 2024-12-02 19:24, 1751, 8
中国国际航空, CA4783, 空客A330, 成都, 2024-12-02 13:15, 广州, 2024-12-02 14:48, 1442, 189
东方航空, MU9796, 空客A330, 成都, 2024-12-02 05:46, 北京, 2024-12-02 07:26, 1545, 128
海南航空, HU5970, 空客A350, 成都, 2024-12-02 16:20, 首尔, 2024-12-02 18:53, 2369, 100
中国国际航空, CA8571, 空客A330, 成都, 2024-12-02 00:35, 柏林, 2024-12-02 08:55, 7725, 173
中国国际航空, CA3590, 波音777, 成都, 2024-12-02 05:49, 伦敦, 2024-12-02 14:55, 8446, 144
海南航空, HU8210, 波音737, 成都, 2024-12-02 19:32, 广州, 2024-12-02 21:05, 1442, 152
东方航空, MU5277, 空客A350, 成都, 2024-12-02 09:06, 西安, 2024-12-02 09:52, 721, 16
中国国际航空, CA9017, 波音777, 成都, 2024-12-02 09:17, 伦敦, 2024-12-02 18:23, 8446, 173
中国国际航空, CA8743, 波音737, 成都, 2024-12-02 04:47, 北京, 2024-12-02 06:27, 1545, 78
南方航空, CZ9943, 波音737, 成都, 2024-12-02 05:09, 曼谷, 2024-12-02 07:22, 2060, 159
海南航空, HU2169, 空客A330, 成都, 2024-12-02 05:21, 昆明, 2024-12-02 06:07, 721, 197
中国国际航空, CA4335, 空客A330, 成都, 2024-12-02 16:36, 北京, 2024-12-02 18:16, 1545, 198
中国国际航空, CA1772, 空客A350, 成都, 2024-12-02 10:09, 西安, 2024-12-02 10:55, 721, 120
海南航空, HU3366, 波音737, 成都, 2024-12-02 12:04, 哈尔滨, 2024-12-02 14:57, 2678, 175
海南航空, HU7296, 波音777, 成都, 2024-12-01 12:59, 呼和浩特, 2024-12-01 14:45, 1648, 150
南方航空, CZ3904, 空客A330, 成都, 2024-12-01 12:04, 呼和浩特, 2024-12-01 13:50, 1648, 39
中国国际航空, CA3635, 空客A330, 成都, 2024-12-01 08:18, 伦敦, 2024-12-01 17:24, 8446, 9
海南航空, HU4590, 空客A320, 成都, 2024-12-01 15:14, 南宁, 2024-12-01 16:40, 1339, 133
东方航空, MU8543, 波音777, 成都, 2024-12-01 05:03, 哈尔滨, 2024-12-01 07:56, 2678, 49
